health,stamina,x,y,z,action,key_press
100,16,421.49,18.04,257.11,dodge,space
54,90,-120.17,406.31,-476.36,move_right,d
31,45,365.36,-149.29,-468.07,dodge,space
79,51,-343.65,-368.66,73.75,move_forward,w
70,5,493.42,-186.57,-302.15,move_right,d
39,99,-137.44,-200.53,-154.31,move_backward,s
26,47,34.93,-24.85,116.95,attack,left_click
90,41,-370.79,-296.55,-120.3,move_backward,s
49,23,-482.28,-316.85,-96.62,move_right,d
75,94,-467.5,-119.71,262.42,move_forward,w
21,75,394.01,-218.06,16.33,attack,left_click
12,20,262.09,412.53,385.07,move_right,d
82,1,-323.41,-227.29,-298.19,attack,left_click
90,31,142.75,-330.49,490.94,attack,left_click
68,45,147.72,181.29,-222.42,move_left,a
15,29,-137.87,101.25,-317.25,move_forward,w
90,93,80.77,207.99,-79.65,move_right,d
66,36,32.27,-197.01,406.29,move_forward,w
11,8,454.3,-321.93,-343.76,move_right,d
93,42,432.09,27.97,336.18,move_right,d
23,66,-110.49,-318.11,483.02,move_forward,w
16,83,209.85,-375.06,51.85,move_forward,w
54,11,335.56,275.09,456.66,move_right,d
66,42,-225.88,278.95,-429.74,dodge,space
85,99,-116.08,-36.65,-137.49,dodge,space
97,30,-301.57,-143.58,-169.45,dodge,space
28,65,-82.16,310.93,-132.03,move_forward,w
4,77,481.76,82.77,-429.23,attack,left_click
46,13,173.3,-418.16,278.81,move_forward,w
45,56,107.81,335.06,492.09,move_left,a
74,37,-373.84,-2.25,6.74,move_forward,w
98,71,212.76,-313.32,-409.4,move_left,a
83,34,-384.78,195.35,-129.17,move_forward,w
40,62,-166.19,138.52,-78.69,move_right,d
35,49,-283.15,-359.22,445.39,move_right,d
29,39,107.89,150.63,-104.94,move_backward,s
1,94,-32.49,-222.06,-1.12,move_forward,w
12,71,229.22,30.54,344.16,move_right,d
66,57,-241.83,-422.25,-122.15,attack,left_click
85,40,397.62,283.06,59.66,dodge,space
12,70,76.44,-172.68,-434.11,attack,left_click
39,28,-359.35,438.52,-249.97,move_right,d
92,6,-234.73,-366.15,-210.47,attack,left_click
25,73,21.03,-177.59,227.97,dodge,space
27,98,436.22,146.42,-290.11,attack,left_click
29,28,127.43,451.44,-78.58,move_left,a
100,65,-366.35,-444.74,226.1,move_left,a
38,33,-111.03,364.56,299.86,move_left,a
21,47,46.5,129.84,308.99,move_forward,w
61,82,-489.05,306.24,63.53,dodge,space
48,82,298.64,335.31,476.93,move_forward,w
34,78,-284.1,-350.42,-447.71,move_backward,s
49,1,445.47,486.92,451.98,move_left,a
37,70,-184.55,196.51,-46.14,move_forward,w
29,88,12.75,-41.55,-127.91,move_right,d
16,33,-489.78,80.39,-315.73,move_right,d
66,46,-66.67,-220.3,-134.41,move_forward,w
75,59,-324.05,-375.04,-307.12,move_forward,w
38,16,258.92,158.09,-361.14,move_backward,s
37,25,-469.46,-343.6,179.53,move_left,a
27,48,422.96,-2.96,-234.07,move_right,d
94,78,-142.65,409.81,31.5,attack,left_click
87,71,-205.75,390.7,-371.89,move_backward,s
50,80,143.9,23.44,12.85,move_left,a
71,19,-89.12,448.03,335.38,move_right,d
31,79,259.2,-468.82,487.41,attack,left_click
62,54,159.45,464.1,81.4,move_forward,w
55,62,98.62,-276.38,16.81,move_right,d
84,20,-418.69,-346.88,294.25,move_backward,s
48,26,128.55,482.75,-23.34,move_forward,w
22,25,-234.77,-134.1,484.51,attack,left_click
14,25,-176.91,45.6,70.23,dodge,space
72,20,-476.74,-224.15,108.27,move_forward,w
17,56,-486.19,79.46,-12.14,attack,left_click
88,85,343.49,417.44,91.1,attack,left_click
19,18,-210.3,-496.33,-466.61,move_left,a
16,95,-371.68,-204.54,-487.83,dodge,space
17,8,446.1,-48.66,163.15,move_forward,w
50,2,-248.62,-330.15,-90.4,move_right,d
55,8,117.2,1.4,56.34,dodge,space
61,22,-372.75,17.87,-344.26,move_forward,w
91,97,365.71,166.3,26.13,attack,left_click
41,86,-176.33,461.65,-252.02,move_forward,w
20,2,140.85,-126.22,234.04,move_backward,s
35,98,103.52,-204.32,-137.12,move_right,d
30,38,-216.89,-355.66,349.05,move_backward,s
44,39,347.8,-393.46,-163.51,move_backward,s
62,82,11.3,106.1,-446.72,move_forward,w
83,100,-213.2,-441.03,16.53,dodge,space
37,96,34.36,317.28,271.12,attack,left_click
97,26,385.61,145.94,492.88,attack,left_click
26,76,-429.1,-109.3,-295.67,attack,left_click
2,80,-60.61,173.94,289.25,attack,left_click
64,94,204.57,-75.34,380.2,move_right,d
78,60,-318.33,166.7,-465.57,move_left,a
14,72,451.63,483.85,86.73,move_backward,s
7,91,61.0,179.27,-278.27,attack,left_click
24,83,-76.15,-350.82,-127.03,move_forward,w
3,35,279.53,-482.98,-186.57,move_forward,w
12,33,-379.01,-169.8,-465.7,move_forward,w
11,60,-353.49,-57.03,-40.44,move_backward,s
38,75,200.9,149.56,386.02,move_left,a
19,61,172.1,188.15,-302.33,move_left,a
9,96,172.88,13.87,-482.44,dodge,space
76,76,-259.29,467.61,-486.61,move_backward,s
97,27,250.75,-280.8,39.51,move_right,d
100,3,401.56,35.3,-449.91,move_right,d
71,22,203.62,487.27,-410.51,attack,left_click
93,76,-335.43,428.99,-213.53,move_backward,s
61,52,307.43,-466.9,140.31,move_forward,w
88,85,361.48,477.66,162.3,attack,left_click
15,24,-160.47,102.79,267.14,move_forward,w
61,3,50.35,135.57,-163.39,move_forward,w
84,55,-28.88,-367.7,-195.1,move_forward,w
10,21,74.52,302.65,-447.47,move_backward,s
9,91,485.95,-369.47,-86.33,move_backward,s
17,2,259.11,137.34,-202.37,move_left,a
97,65,-413.9,477.38,110.08,move_right,d
58,33,-8.1,-199.21,290.75,move_right,d
52,31,-481.62,196.61,136.14,dodge,space
29,96,294.03,-432.55,143.49,move_right,d
71,83,-345.72,-292.24,-152.3,dodge,space
3,1,77.29,453.12,-96.56,attack,left_click
59,26,132.95,-475.84,79.16,move_backward,s
87,56,-243.26,-22.15,-303.23,move_backward,s
90,36,84.61,-346.36,-243.46,dodge,space
74,86,-357.94,-468.81,56.33,attack,left_click
38,69,353.68,-369.71,170.71,attack,left_click
65,88,-494.88,-469.35,258.79,move_backward,s
9,23,377.59,373.17,-414.67,move_left,a
86,92,285.17,38.84,-399.52,move_backward,s
65,89,148.22,6.48,-176.89,move_right,d
15,61,-273.6,-236.35,-272.27,move_left,a
17,13,-366.9,8.23,-350.92,move_right,d
40,6,-372.62,-337.44,338.89,move_forward,w
68,97,-470.56,192.39,-480.99,move_forward,w
91,14,433.68,-322.74,260.28,move_left,a
50,41,-299.95,-367.55,-394.03,move_left,a
25,74,220.62,305.34,372.39,move_backward,s
10,41,401.81,426.37,273.86,move_left,a
65,76,290.42,-16.53,-49.58,move_right,d
38,83,161.23,-237.75,-311.62,dodge,space
25,48,489.51,-103.21,311.33,move_right,d
35,24,102.58,-428.84,-149.31,move_forward,w
19,83,-492.77,284.67,-148.02,move_right,d
34,53,40.85,105.93,314.53,attack,left_click
78,9,335.32,234.29,496.58,move_forward,w
18,82,-310.52,306.27,50.6,move_forward,w
94,0,-258.38,115.73,282.65,dodge,space
42,8,-330.0,-341.33,-107.95,attack,left_click
44,22,-460.21,31.28,-82.47,attack,left_click
62,49,53.03,-142.69,70.88,move_right,d
56,77,-118.57,-39.09,58.4,move_backward,s
39,10,365.9,311.4,465.83,move_backward,s
51,0,225.92,224.93,318.17,attack,left_click
46,4,-264.67,-355.17,-357.34,move_forward,w
60,10,155.37,164.41,-415.08,attack,left_click
58,100,-90.45,-121.21,-368.65,move_left,a
17,76,347.91,-136.56,177.14,attack,left_click
25,26,-156.24,-330.58,-454.82,move_left,a
30,81,398.31,80.49,49.19,move_right,d
82,66,426.21,153.78,-375.75,attack,left_click
94,52,282.56,49.0,4.71,move_forward,w
23,31,487.21,-72.62,-141.13,move_left,a
96,28,-205.54,-299.84,277.14,move_right,d
40,66,437.44,-164.99,-295.98,move_right,d
31,32,-481.4,372.8,-82.73,attack,left_click
10,19,379.41,-302.98,-232.32,attack,left_click
34,34,-259.71,-224.74,364.44,dodge,space
36,10,484.7,275.45,267.98,attack,left_click
71,65,256.74,110.6,192.12,attack,left_click
56,28,-406.18,286.35,-421.31,dodge,space
95,13,334.74,-1.62,354.29,move_backward,s
16,27,324.87,13.93,-163.64,dodge,space
28,41,-201.3,-100.43,-92.41,move_right,d
59,94,319.51,120.74,174.62,move_forward,w
29,36,341.72,-291.5,-118.32,move_backward,s
54,0,-93.19,-453.94,-0.98,move_right,d
70,24,-41.63,-47.82,-320.9,attack,left_click
88,76,-219.4,12.96,44.16,attack,left_click
23,81,-221.93,-419.7,6.37,move_right,d
82,58,190.39,355.82,29.38,attack,left_click
81,14,-320.32,219.8,-299.47,move_forward,w
29,31,-31.75,146.02,104.25,move_left,a
59,11,332.88,-278.04,485.72,move_backward,s
71,74,10.61,-262.46,137.54,dodge,space
62,25,-134.18,396.62,175.26,attack,left_click
9,91,-288.41,-450.56,205.55,move_forward,w
66,50,31.33,-449.15,30.05,move_backward,s
89,9,205.49,-363.81,262.21,move_forward,w
36,56,-435.54,127.09,493.9,move_left,a
52,57,429.85,418.26,-112.78,move_left,a
88,9,-343.77,-32.0,51.23,dodge,space
3,74,-238.24,-130.85,-35.51,move_forward,w
89,58,-322.69,-343.22,-18.61,move_left,a
26,50,56.28,-273.44,244.08,move_forward,w
86,38,259.85,-384.91,449.16,move_right,d
93,19,-457.43,290.23,-484.05,dodge,space
75,21,56.7,-462.67,-87.4,dodge,space
55,49,-349.37,358.58,-286.48,dodge,space
5,29,-165.43,248.71,-42.55,move_left,a
77,27,-496.57,482.06,474.55,move_forward,w
38,50,-390.68,175.45,474.39,attack,left_click
54,30,228.14,161.49,-36.31,move_backward,s
37,100,-337.65,469.43,125.56,move_right,d
3,21,-46.06,101.37,374.18,move_forward,w
71,40,-258.28,-378.78,-279.93,dodge,space
76,1,-268.68,-476.44,495.66,move_right,d
19,73,300.65,195.97,-106.4,move_backward,s
26,87,-271.47,10.76,-373.28,dodge,space
76,10,-16.54,257.72,435.8,move_backward,s
13,50,-162.07,-489.1,401.08,move_backward,s
56,91,-271.48,201.64,122.06,move_right,d
99,5,-90.59,-304.97,266.62,move_left,a
99,18,220.97,99.15,-133.61,dodge,space
46,56,258.83,494.11,-456.75,move_forward,w
4,44,-489.58,-62.06,156.54,move_forward,w
52,72,308.68,-37.99,-290.91,move_forward,w
15,50,-233.16,-419.07,228.32,move_right,d
91,68,442.07,-429.5,292.22,move_left,a
89,52,-229.73,188.78,65.55,move_backward,s
58,16,-77.42,-51.66,-193.6,move_left,a
23,85,-405.83,-357.34,148.01,move_right,d
28,38,284.55,-173.35,44.64,move_right,d
16,3,39.83,-412.06,-281.25,move_right,d
11,59,152.09,-87.2,-466.9,move_right,d
92,50,363.6,467.85,-268.57,move_right,d
66,51,-386.26,-70.98,136.4,dodge,space
33,52,247.29,422.44,305.37,attack,left_click
35,99,186.32,416.8,-155.55,move_backward,s
78,47,-287.12,255.54,489.55,move_left,a
53,82,-473.88,-143.63,-489.95,move_right,d
23,5,-461.46,-215.53,-478.02,attack,left_click
60,41,-226.34,369.0,-164.93,move_left,a
44,92,111.63,-11.06,-235.18,move_forward,w
37,17,176.9,-448.67,-431.05,dodge,space
3,73,-98.27,-83.12,258.28,move_left,a
81,38,149.13,226.03,-481.73,attack,left_click
14,11,-58.42,-91.13,89.8,dodge,space
11,93,-30.58,74.64,-373.55,move_backward,s
70,13,469.69,-427.94,-135.07,move_forward,w
79,3,216.94,163.34,-482.43,move_left,a
84,65,-246.97,-194.52,448.99,move_forward,w
78,46,-307.39,-237.91,-159.84,dodge,space
71,36,289.7,-342.86,-298.9,move_backward,s
17,35,-168.41,403.52,491.21,move_left,a
9,78,-130.03,-199.69,-82.99,move_backward,s
21,97,-328.17,-491.17,-159.99,attack,left_click
12,15,-349.97,69.68,-437.02,dodge,space
64,89,424.62,-190.2,-51.07,move_right,d
32,89,93.78,-333.7,-236.02,attack,left_click
36,9,-151.87,241.85,166.83,move_backward,s
42,76,344.61,142.76,-117.47,move_backward,s
43,7,-235.38,137.77,293.33,move_backward,s
54,46,-490.7,-491.31,244.39,move_forward,w
91,99,135.61,-16.88,73.29,move_forward,w
94,67,499.09,95.83,-196.96,move_left,a
25,32,64.06,38.31,-470.52,move_left,a
39,7,-103.83,-418.6,285.8,attack,left_click
80,2,-498.57,355.06,-247.3,move_forward,w
28,55,-103.83,314.74,183.79,move_backward,s
24,23,-388.53,-223.61,249.73,dodge,space
81,0,487.07,-435.37,-64.86,move_right,d
22,35,-335.0,129.41,-255.57,attack,left_click
78,1,-452.2,-318.8,-462.63,move_backward,s
70,41,345.98,120.92,-335.37,dodge,space
47,18,308.5,-421.15,-414.17,attack,left_click
23,43,-378.12,-220.65,-9.13,attack,left_click
97,11,360.9,-91.28,-153.5,move_backward,s
18,63,242.23,220.92,329.29,move_backward,s
85,48,292.08,-411.0,-28.75,dodge,space
47,92,29.07,325.82,-23.27,move_right,d
77,0,-395.66,-389.56,-261.99,dodge,space
10,67,-343.26,-63.13,-484.46,move_right,d
83,99,-244.27,-420.17,199.84,move_left,a
98,83,384.46,-91.57,213.59,move_right,d
24,27,150.59,68.16,379.81,move_backward,s
97,11,391.23,383.78,196.29,move_forward,w
19,22,-217.43,-309.03,-135.37,move_left,a
63,99,0.97,441.9,-462.38,dodge,space
39,62,-186.66,-115.98,-25.13,move_backward,s
27,27,-81.54,-455.85,60.45,move_forward,w
36,8,100.56,-227.51,233.62,dodge,space
1,32,-267.53,54.6,160.2,dodge,space
76,11,-99.32,364.19,-358.78,dodge,space
49,99,-183.38,-94.6,-47.49,move_backward,s
10,10,178.01,-137.71,-100.26,dodge,space
58,48,-168.85,-292.9,311.88,move_forward,w
87,46,-394.53,172.39,26.93,move_backward,s
15,41,310.81,-301.72,63.41,move_right,d
35,98,-67.41,99.67,-326.26,attack,left_click
42,55,-348.92,25.35,203.79,attack,left_click
23,92,-352.98,-176.82,-271.44,dodge,space
51,38,-367.59,-384.3,118.41,attack,left_click
89,98,-102.17,176.17,-209.88,move_backward,s
57,36,-105.79,323.86,73.37,move_right,d
24,17,-337.63,92.69,254.42,attack,left_click
51,8,30.6,67.76,53.35,move_left,a
70,54,457.1,197.0,326.58,move_forward,w
23,73,234.37,-28.61,200.75,move_left,a
91,69,-98.43,-495.4,133.82,attack,left_click
48,40,-405.05,-162.44,173.69,dodge,space
80,19,-162.63,91.43,400.09,move_forward,w
62,70,-41.44,-165.75,-246.56,move_backward,s
69,13,-219.43,-299.87,-73.71,move_forward,w
77,86,121.75,246.53,394.16,move_forward,w
43,85,292.94,27.24,-116.76,move_forward,w
91,74,-447.66,369.44,197.27,move_left,a
73,32,-193.14,-458.66,88.99,dodge,space
48,100,-13.73,-150.16,-335.54,attack,left_click
4,12,143.89,-36.9,223.09,attack,left_click
100,4,336.55,-399.35,51.26,attack,left_click
96,39,-199.88,428.39,-310.38,attack,left_click
92,64,141.25,-28.91,-385.79,move_right,d
27,39,173.98,-323.28,-339.64,move_left,a
41,12,476.19,-447.58,461.58,move_forward,w
84,38,-113.86,-276.8,16.87,move_backward,s
96,82,-166.77,-269.33,-181.58,move_backward,s
89,2,-68.26,-183.37,-166.6,move_backward,s
28,84,252.55,-67.24,399.49,move_backward,s
42,19,416.35,-352.94,264.71,move_left,a
24,60,332.41,-222.3,392.79,move_left,a
42,90,262.42,189.3,-29.44,move_left,a
78,18,215.35,-30.31,-35.84,move_forward,w
25,36,424.5,-105.92,-446.91,move_forward,w
60,83,-357.63,-338.32,-231.9,move_backward,s
77,34,406.91,-409.04,223.41,move_right,d
17,15,201.31,24.77,4.88,move_right,d
84,92,-105.11,275.94,-63.97,move_forward,w
8,10,133.75,-319.38,-199.98,move_right,d
52,45,-59.68,93.42,-167.11,move_backward,s
65,96,316.24,22.49,-174.04,move_backward,s
41,82,234.66,-275.07,-173.96,move_left,a
43,28,-232.12,171.53,210.23,attack,left_click
62,98,-88.51,149.14,-190.91,dodge,space
2,6,146.64,-263.54,5.35,dodge,space
53,64,-409.51,-490.26,302.0,move_backward,s
0,52,227.16,-274.04,19.17,move_right,d
96,64,-42.52,162.73,92.47,move_right,d
56,13,238.57,482.94,-257.02,move_right,d
69,24,498.54,-1.27,-247.83,move_forward,w
31,88,-79.22,-397.66,333.64,move_forward,w
51,77,223.22,350.15,393.52,move_right,d
96,15,-454.46,-377.69,207.11,move_right,d
74,38,404.34,17.27,213.63,move_left,a
87,0,-369.25,84.67,-68.11,dodge,space
22,4,-456.5,256.42,70.53,attack,left_click
81,9,-418.02,-197.17,-212.8,move_left,a
59,54,-405.87,5.26,484.97,move_backward,s
92,60,482.5,-47.83,392.93,move_forward,w
69,7,-306.45,29.15,-27.52,move_forward,w
15,24,-331.72,-467.1,-0.14,move_forward,w
50,56,66.51,-331.68,-355.26,attack,left_click
87,56,481.71,-90.68,-162.59,move_left,a
87,85,-48.62,126.77,446.65,dodge,space
44,85,257.23,190.25,1.33,dodge,space
2,66,-259.54,-257.61,-370.32,move_backward,s
32,100,327.39,352.46,474.48,move_left,a
1,66,96.46,-167.13,-70.61,move_right,d
13,85,296.73,-256.59,308.71,move_forward,w
33,12,116.3,-176.51,222.6,move_right,d
43,41,426.63,434.54,479.96,move_right,d
87,25,-136.22,-94.09,338.16,move_backward,s
22,36,279.87,-406.0,-167.86,move_left,a
25,76,-478.16,388.81,-232.16,move_forward,w
76,37,-258.34,144.77,285.62,attack,left_click
100,25,-351.25,334.88,294.34,move_left,a
58,65,-414.48,125.74,225.55,attack,left_click
73,13,467.15,-237.64,333.85,move_forward,w
31,16,347.21,213.77,-28.86,attack,left_click
28,52,207.18,-72.91,177.63,move_backward,s
55,70,-139.85,468.55,-195.15,move_right,d
92,54,-262.68,-365.24,-19.79,attack,left_click
18,35,-314.16,140.26,484.45,attack,left_click
20,75,-55.68,-270.76,-2.6,move_forward,w
9,23,152.82,238.51,-9.29,move_backward,s
25,27,-338.39,350.05,-177.32,move_right,d
0,29,-390.44,310.01,362.31,move_right,d
68,12,-236.12,-239.05,-462.41,move_left,a
23,4,136.34,-284.53,13.61,dodge,space
50,37,96.02,130.19,268.34,move_left,a
4,33,-81.77,363.1,231.42,move_backward,s
49,28,486.12,-428.41,34.46,move_forward,w
94,24,95.96,175.51,322.16,dodge,space
52,90,304.77,18.46,220.97,move_forward,w
47,50,163.04,82.98,-480.44,dodge,space
68,22,48.69,-123.27,-10.74,move_forward,w
41,17,275.8,-174.2,437.59,move_right,d
44,36,-338.23,355.15,8.11,move_forward,w
3,31,-22.81,313.99,-276.55,move_right,d
50,24,-400.58,114.6,-105.13,move_forward,w
66,34,-207.27,-423.16,-210.04,move_backward,s
35,38,206.93,-444.68,-328.67,move_forward,w
36,69,-288.47,-468.96,203.78,move_left,a
35,36,-404.7,422.6,450.94,move_forward,w
73,9,-72.36,-232.09,332.68,move_forward,w
52,43,-129.84,274.49,277.96,move_backward,s
94,33,22.08,453.87,-491.43,move_left,a
82,63,-359.17,-10.46,-454.7,move_forward,w
25,36,443.41,-374.64,477.75,attack,left_click
80,14,354.29,18.95,254.43,move_forward,w
73,94,-422.41,-203.75,-330.74,move_backward,s
87,43,-248.07,97.76,186.74,dodge,space
94,54,372.89,-488.98,62.61,move_right,d
90,56,202.34,-235.98,217.68,move_backward,s
94,33,-293.54,432.27,-307.33,move_backward,s
68,23,-251.86,236.72,-44.23,move_right,d
62,20,436.02,106.03,480.57,move_left,a
78,74,-99.42,-84.28,-125.15,move_left,a
21,26,-31.46,475.51,84.75,move_right,d
74,84,439.02,419.87,-129.39,move_right,d
3,10,28.07,145.48,-257.06,attack,left_click
40,66,-376.81,184.02,-15.68,move_right,d
32,69,248.39,-251.57,391.12,dodge,space
3,40,207.11,349.42,394.43,move_left,a
41,63,3.51,38.58,221.82,move_backward,s
85,51,436.39,-188.0,317.56,attack,left_click
21,95,-178.16,430.68,479.53,move_backward,s
7,34,421.35,342.01,-175.49,dodge,space
14,8,249.24,-206.36,165.4,dodge,space
89,85,271.54,364.2,-177.11,move_right,d
82,22,461.38,341.22,-230.07,attack,left_click
100,68,-398.4,-306.83,-10.18,dodge,space
97,53,133.93,265.62,-304.42,attack,left_click
33,97,-407.53,53.21,-355.58,move_left,a
92,36,-3.77,249.78,209.22,move_right,d
45,69,165.05,-242.95,397.39,move_left,a
56,64,323.93,16.65,91.67,move_right,d
19,1,-151.36,216.4,-446.6,dodge,space
71,58,498.26,235.99,454.36,move_left,a
4,10,364.13,371.02,472.12,dodge,space
100,60,252.63,-400.04,-11.01,move_forward,w
34,39,-126.0,65.47,262.76,move_backward,s
7,88,-478.56,-93.57,41.18,move_backward,s
54,18,317.28,-6.7,376.07,move_backward,s
14,50,335.89,-418.13,-51.39,move_backward,s
30,51,-105.49,-11.44,18.06,attack,left_click
9,81,136.15,353.61,320.3,attack,left_click
17,81,161.41,-307.46,108.12,move_backward,s
71,16,224.51,-416.98,487.32,move_left,a
22,99,336.21,-304.37,-377.73,move_forward,w
7,30,-202.16,352.8,118.54,dodge,space
95,76,37.93,-162.12,-281.23,move_forward,w
52,52,-265.57,64.09,-495.88,attack,left_click
20,19,-117.89,410.69,-491.03,move_left,a
94,58,-150.05,-258.51,-401.06,move_backward,s
19,55,306.85,300.43,-287.95,move_backward,s
38,68,-376.43,354.93,77.27,dodge,space
12,73,-149.6,-415.58,-121.31,move_left,a
64,56,-207.33,-429.79,40.5,move_right,d
7,51,445.3,-268.86,109.6,move_backward,s
79,69,-159.85,168.07,237.14,move_forward,w
72,0,-181.6,135.09,272.79,move_backward,s
95,41,-111.88,382.67,183.45,move_right,d
88,59,-334.25,-284.6,-30.19,move_right,d
16,2,-312.0,-273.88,200.54,move_forward,w
87,80,398.07,426.4,-495.09,dodge,space
12,84,310.74,-475.66,-362.44,move_right,d
51,91,-173.92,-488.04,115.18,dodge,space
2,69,-29.65,451.73,443.64,dodge,space
60,34,279.69,301.09,228.7,move_backward,s
24,27,358.41,-186.02,101.35,move_forward,w
17,86,-293.07,491.27,-472.71,attack,left_click
65,94,-255.98,85.93,-223.31,move_right,d
87,15,232.15,455.25,38.98,move_left,a
69,89,-271.09,117.03,10.3,move_forward,w
6,88,381.67,205.59,72.43,move_forward,w
77,14,-360.05,6.67,2.09,move_right,d
63,44,-217.91,268.23,417.67,move_right,d
3,91,-69.52,425.94,136.75,move_right,d
81,20,397.13,-16.63,488.06,move_left,a
97,79,-286.5,-417.54,-378.4,move_left,a
64,68,274.92,-165.64,-337.3,dodge,space
61,18,323.83,136.0,-270.58,dodge,space
23,52,-490.09,-334.95,120.67,move_forward,w
78,82,-387.5,-386.21,-47.15,dodge,space
2,35,-121.85,368.89,445.93,move_backward,s
80,93,279.23,-169.98,266.1,dodge,space
46,12,-132.36,223.87,-318.15,move_backward,s
98,66,-117.35,-288.64,-357.71,move_left,a
57,88,477.27,260.48,-148.62,move_backward,s
79,91,99.19,-188.48,336.25,move_forward,w
20,38,360.99,362.24,-453.65,move_forward,w
56,87,-329.78,-339.33,169.86,attack,left_click
58,23,436.67,209.65,479.22,dodge,space
55,51,301.16,-280.9,-71.9,move_left,a
91,87,9.25,-429.61,375.3,move_left,a
23,41,-373.24,50.99,-376.51,attack,left_click
65,86,301.97,41.64,85.04,move_backward,s
64,27,129.19,-213.22,-145.16,attack,left_click
50,87,-371.28,473.07,347.3,attack,left_click
74,62,-283.42,-219.79,-87.29,move_left,a
54,74,85.72,-359.9,-176.41,move_forward,w
40,21,211.59,-115.79,-373.08,move_backward,s
10,76,221.89,-264.5,-395.58,move_right,d
66,17,148.63,-403.15,-258.73,move_right,d
77,74,-1.68,220.31,-219.41,dodge,space
43,68,235.26,-212.94,-188.06,dodge,space
56,42,264.91,-95.26,9.57,attack,left_click
36,48,-410.53,308.38,418.69,move_left,a
32,59,361.76,-368.32,-150.29,move_forward,w
86,96,478.4,-377.66,388.89,move_right,d
89,54,486.33,-136.06,-65.1,move_right,d
47,23,-101.02,248.99,494.33,dodge,space
94,48,-482.16,457.95,-13.2,move_left,a
82,87,-114.02,331.09,489.69,move_backward,s
0,27,183.47,286.61,363.66,move_backward,s
35,13,-253.13,306.12,-151.86,move_left,a
52,90,414.11,218.14,123.78,move_forward,w
79,12,-298.4,84.61,-319.62,attack,left_click
55,92,232.49,482.91,96.78,dodge,space
29,54,-412.65,107.55,40.71,move_backward,s
41,95,185.58,-256.22,-200.11,dodge,space
71,75,-462.14,-230.56,107.17,move_backward,s
80,81,-184.22,247.69,357.93,move_right,d
90,17,-210.65,442.69,-468.44,move_backward,s
80,15,-375.05,-311.99,248.09,move_right,d
52,67,-377.27,354.89,-151.64,move_backward,s
41,95,165.65,-441.75,226.1,move_left,a
63,57,-101.3,58.99,-257.07,attack,left_click
0,89,-64.95,114.17,-465.36,move_right,d
79,72,32.31,-80.59,-166.91,move_right,d
30,79,297.5,-319.11,123.76,move_backward,s
86,85,420.75,311.18,227.61,move_forward,w
42,84,283.22,-297.7,-310.91,move_right,d
95,22,-30.53,-266.35,-51.0,move_backward,s
66,60,-253.11,364.75,-223.23,move_backward,s
2,82,-67.16,279.3,-201.25,move_left,a
8,49,416.65,394.76,-497.66,attack,left_click
3,31,378.77,-375.03,339.42,move_right,d
81,34,-364.33,-210.46,-386.8,attack,left_click
19,67,211.03,-96.97,122.34,attack,left_click
82,48,-37.81,392.12,17.83,move_left,a
49,3,-243.34,-110.86,50.16,move_left,a
98,9,-485.81,268.22,285.94,move_right,d
52,52,-320.59,-406.3,-9.27,move_backward,s
86,31,-490.69,16.28,25.93,move_right,d
96,69,-40.95,161.14,425.12,move_backward,s
1,15,432.64,-397.24,44.06,move_backward,s
14,35,-317.73,-127.17,-138.42,move_forward,w
62,88,127.68,-365.27,26.72,attack,left_click
22,73,-455.84,177.49,17.58,move_backward,s
70,34,358.06,198.1,11.99,move_forward,w
56,82,-393.17,4.08,-478.62,move_backward,s
20,58,337.41,-409.16,-124.96,move_left,a
9,75,304.0,-483.61,-207.89,dodge,space
10,5,189.8,-69.57,-477.78,dodge,space
38,35,-192.78,-237.21,133.05,attack,left_click
55,17,-415.5,-12.3,-395.38,attack,left_click
38,41,195.34,47.92,-235.5,move_right,d
5,60,166.77,438.32,-124.57,move_left,a
66,61,220.79,-77.91,350.67,move_left,a
43,97,-301.78,-100.24,342.82,attack,left_click
40,98,-120.15,184.76,398.57,move_backward,s
7,59,-414.98,-488.77,-254.9,move_right,d
67,54,192.79,209.28,57.28,attack,left_click
72,93,-25.34,-473.09,42.38,move_backward,s
55,14,-469.94,-212.52,-405.85,move_left,a
28,29,-108.56,81.34,-319.23,move_right,d
14,72,-225.05,2.93,446.82,move_backward,s
44,3,-492.13,-72.5,477.13,move_forward,w
19,1,408.96,-286.65,-313.95,move_backward,s
89,54,-40.74,-229.48,137.27,move_forward,w
66,68,175.71,-478.0,-257.38,move_right,d
53,28,-413.37,-67.34,479.07,move_backward,s
39,11,-245.71,450.09,405.12,move_backward,s
79,7,-455.37,-499.85,-323.22,move_left,a
81,73,-243.26,-207.05,131.11,attack,left_click
94,58,-399.03,-302.1,-383.86,dodge,space
56,15,490.9,350.84,-313.35,move_left,a
95,28,261.62,205.83,456.73,move_right,d
35,80,268.62,-208.69,230.79,dodge,space
81,59,-389.04,-94.43,-22.21,move_left,a
2,52,-174.24,-411.92,-315.1,move_forward,w
62,42,162.72,-451.16,158.98,move_right,d
91,64,14.75,409.22,-466.81,dodge,space
73,16,-335.98,144.73,441.99,move_right,d
25,55,402.77,147.27,-228.84,move_backward,s
96,0,-393.97,-143.6,-98.7,dodge,space
60,18,174.67,286.59,-345.85,dodge,space
68,49,69.77,370.69,-82.1,attack,left_click
